2021-10-01,193.500000,193.500000,188.419998,189.220001,189.220001,1588636
2021-10-04,187.050003,197.389999,187.050003,191.029999,191.029999,1077774
2021-10-05,191.649994,192.300003,189.699997,192.199997,192.199997,1027571
2021-10-06,199.389999,199.389999,187.100006,190.190002,190.190002,1363144
2021-10-07,187.050003,193.070007,187.050003,191.820007,191.820007,791922
2021-10-08,197.440002,197.440002,190.149994,192.580002,192.580002,995591
2021-10-11,193.119995,194.000000,167.500000,193.089996,193.089996,980337
2021-10-12,219.800003,219.800003,182.600006,193.660004,193.660004,977091
2021-10-13,204.850006,204.850006,185.250000,195.559998,195.559998,964360
2021-10-14,205.279999,205.279999,195.750000,197.110001,197.110001,1437892
2021-10-18,207.389999,207.389999,195.750000,198.910004,198.910004,1286340
2021-10-19,198.160004,207.800003,197.990005,198.410004,198.410004,1401551
2021-10-20,202.389999,202.389999,196.460007,197.300003,197.300003,1250249
2021-10-21,201.440002,201.440002,190.050003,196.080002,196.080002,1805437
2021-10-22,199.850006,199.850006,194.779999,195.679993,195.679993,1652430
2021-10-25,198.649994,198.649994,194.059998,195.710007,195.710007,1765164
2021-10-26,199.389999,199.389999,194.050003,197.130005,197.130005,1534000
2021-10-27,203.389999,203.389999,194.100006,196.539993,196.539993,617383
2021-10-28,209.000000,209.000000,192.979996,193.679993,193.679993,3088059
2021-10-29,209.000000,209.000000,182.100006,191.160004,191.160004,3221676
2021-11-01,208.880005,208.880005,191.360001,193.839996,193.839996,1708376
2021-11-02,206.899994,206.899994,183.600006,193.100006,193.100006,1283566
2021-11-03,200.000000,200.000000,190.100006,192.580002,192.580002,955400
2021-11-04,207.880005,207.880005,185.110001,193.589996,193.589996,671760
2021-11-08,200.000000,200.000000,192.600006,195.369995,195.369995,1519865
2021-11-09,200.000000,200.000000,193.000000,194.880005,194.880005,893324
2021-11-10,199.000000,199.000000,192.929993,194.660004,194.660004,992035
2021-11-11,199.899994,199.899994,192.100006,193.250000,193.250000,1515188
2021-11-12,198.000000,198.000000,191.250000,195.460007,195.460007,783229
2021-11-15,199.500000,199.500000,190.000000,195.520004,195.520004,996741
2021-11-16,199.500000,199.500000,194.149994,194.470001,194.470001,814109
2021-11-17,199.500000,199.500000,192.100006,193.529999,193.529999,688797
2021-11-18,197.440002,197.440002,191.330002,192.139999,192.139999,1517958
2021-11-22,197.440002,209.399994,186.000000,188.529999,188.529999,5172290
