OrderID,Buy Date,Buy Price,Sell Date,Sell Price
386,2020-09-28,267.0,2020-09-28,272.34000000000003,736
387,2020-09-29,280.0,2020-09-30,285.6,737
388,2020-09-30,278.299988,2020-10-01,283.86598776,4
389,2020-09-30,282.179993,2020-10-01,287.82359286,4
390,2020-10-01,270.0,2020-10-01,275.4,740
391,2020-10-05,272.0,2020-10-05,277.44,756
392,2020-10-06,267.100006,2020-10-06,272.44200612000003,768
393,2020-10-07,268.600006,2020-10-07,273.97200612,776
394,2020-10-08,282.0,2020-10-09,287.64,792
395,2020-10-09,283.5,2020-10-12,289.17,7
396,2020-10-09,286.649994,2020-10-12,292.38299388,7
397,2020-10-12,281.0,2020-10-13,286.62,786
398,2020-10-13,283.0,2020-10-14,288.66,30
399,2020-10-13,284.540009,2020-10-14,290.23080918,30
400,2020-10-14,275.0,2020-10-14,280.5,760
401,2020-10-15,275.5,2020-10-15,281.01,828
402,2020-10-16,281.0,2020-10-19,286.62,854
403,2020-10-19,283.660004,2020-10-20,289.33320408000003,4
404,2020-10-19,286.059998,2020-10-20,291.78119796,4
405,2020-10-20,283.75,2020-10-21,289.425,850
406,2020-10-21,281.890015,2020-10-22,287.5278153,14
407,2020-10-21,285.470001,2020-10-22,291.17940102000006,14
408,2020-10-22,268.299988,2020-10-22,273.66598776,846
409,2020-10-23,278.0,2020-10-23,283.56,887
410,2020-10-26,248.800003,2020-10-26,253.77600306000002,902
411,2020-10-27,245.399994,2020-10-27,250.30799388,929
412,2020-10-28,283.0,2020-10-29,288.66,925
413,2020-10-29,268.0,2020-10-29,273.36,14
414,2020-10-29,284.549988,2020-10-30,290.24098776,14
415,2020-10-30,267.5,2020-10-30,272.85,937
416,2020-11-02,277.0,2020-11-02,282.54,966
417,2020-11-03,281.0,2020-11-03,286.62,979
418,2020-11-04,261.399994,2020-11-04,266.62799388,990
419,2020-11-05,283.0,2020-11-05,288.66,1000
420,2020-11-06,279.600006,2020-11-06,285.19200612000003,1001
421,2020-11-09,283.0,2020-11-09,288.66,1014
422,2020-11-10,272.0,2020-11-10,277.44,1017
423,2020-11-11,294.799988,2020-11-12,300.69598776,1040
424,2020-11-12,261.399994,2020-11-12,266.62799388,7
425,2020-11-13,291.0,2020-11-13,296.82,1039
426,2020-11-14,292.0,2020-11-14,297.84000000000003,1047
427,2020-11-17,299.700012,2020-11-17,305.69401224,1051
428,2020-11-18,300.0,2020-11-18,306.0,1068
429,2020-11-19,269.799988,2020-11-19,275.19598776,1083
430,2020-11-20,269.600006,2020-11-20,274.99200612,1100
431,2020-11-23,303.299988,2020-11-23,309.36598776,1107
432,2020-11-24,315.690002,2020-11-25,322.00380204,1115
433,2020-11-26,311.540009,2020-11-27,317.77080918,1140
434,2020-11-27,297.0,2020-11-27,302.94,10
435,2020-11-27,317.230011,2020-12-01,323.57461122,10
436,2020-12-01,309.0,2020-12-01,315.18,1139
437,2020-12-02,309.0,2020-12-02,315.18,1152
438,2020-12-03,317.880005,2020-12-03,324.2376051,1162
439,2020-12-07,325.559998,2020-12-08,332.07119796,1171
440,2020-12-08,321.0,2020-12-08,327.42,7
441,2020-12-08,330.709991,2020-12-09,337.32419082,7
442,2020-12-09,316.5,2020-12-09,322.83,1173
443,2020-12-10,327.0,2020-12-11,333.54,1197
444,2020-12-11,321.0,2020-12-11,327.42,16
445,2020-12-11,332.589996,2020-12-14,339.24179592,16
446,2020-12-14,330.5,2020-12-15,337.11,1198
447,2020-12-15,332.25,2020-12-17,338.895,23
448,2020-12-15,332.880005,2020-12-17,339.5376051,23
449,2020-12-16,321.0,2020-12-16,327.42,1188
450,2020-12-17,331.0,2020-12-18,337.62,1201
451,2020-12-18,290.299988,2020-12-18,296.10598776,60
452,2020-12-18,335.109985,2020-12-24,341.8121847,60
453,2020-12-21,313.200012,2020-12-21,319.46401224000005,1208
454,2020-12-22,303.0,2020-12-22,309.06,1263
455,2020-12-23,322.450012,2020-12-23,328.89901224000005,1272
456,2020-12-24,321.0,2020-12-24,327.42,1272
457,2020-12-28,334.059998,2020-12-29,340.74119796,1352
458,2020-12-29,335.98999,2020-12-30,342.7097898,4
459,2020-12-29,338.339996,2021-01-04,345.10679591999997,4
460,2020-12-30,318.0,2020-12-30,324.36,1354
461,2020-12-31,337.980011,2021-01-01,344.73961122,1376
462,2021-01-01,339.0,2021-01-04,345.78000000000003,6
463,2021-01-04,341.190002,2021-01-05,348.01380204,1383
464,2021-01-05,341.630005,2021-01-05,348.46260509999996,14
465,2021-01-06,347.950012,2021-01-07,354.90901224000004,1380
466,2021-01-07,332.100006,2021-01-07,338.74200612000004,13
467,2021-01-07,354.730011,2021-01-08,361.82461122,13
468,2021-01-08,355.0,2021-01-11,362.1,1378
469,2021-01-11,356.160004,2021-01-12,363.28320408,12
470,2021-01-11,358.630005,2021-01-12,365.8026051,12
471,2021-01-12,359.0,2021-01-13,366.18,1376
472,2021-01-13,353.350006,2021-01-14,360.41700612,23
473,2021-01-13,356.630005,2021-01-15,363.7626051,23
474,2021-01-14,341.0,2021-01-14,347.82,1387
475,2021-01-15,336.100006,2021-01-15,342.82200612,1429
476,2021-01-18,344.0,2021-01-19,350.88,1492
477,2021-01-19,314.399994,2021-01-19,320.68799388,42
478,2021-01-20,348.299988,2021-01-21,355.26598776,1521
479,2021-01-21,343.0,2021-01-21,349.86,21
480,2021-01-21,351.299988,2021-01-22,358.32598776,21
481,2021-01-22,348.200012,2021-01-25,355.16401224000003,1535
482,2021-01-25,344.0,2021-01-27,350.88,35
483,2021-01-25,345.01001,2021-01-27,351.91021020000005,35
484,2021-01-27,340.109985,2021-01-28,346.9121847,1541
