OrderID,Buy Date,Buy Price,Sell Date,Sell Price
74,2022-05-11,408.390015,2022-05-12,428.80951575,62,1190.8290464999998
75,2022-05-12,398.339996,2022-05-13,418.2569958,1400,26493.619720000057
76,2022-05-13,395.970001,2022-05-16,415.76850105000005,101,1888.288505050003
77,2022-05-16,401.380005,2022-05-17,421.44900525,1476,28146.124369000063
78,2022-05-17,410.420013,2022-05-18,430.94101365,85,1644.9250552500018
79,2022-05-18,412.540009,2022-05-19,433.16700945,1510,29596.69067950004
80,2022-05-19,401.350006,2022-05-20,421.4175063,81,1532.1075243000007
81,2022-05-20,406.25,2022-05-23,426.5625,1628,31423.95
82,2022-05-23,403.959991,2022-05-24,424.15799055,64,1216.4919712000012
83,2022-05-24,400.459991,2022-05-25,420.48299055,1715,32631.104228250017
84,2022-05-25,393.829987,2022-05-27,413.52148635000003,83,1539.0344460500014
85,2022-05-27,400.630005,2022-05-30,420.66150525,1809,34436.10395225004
86,2022-05-30,410.570007,2022-05-31,431.09850735,74,1429.7490259000003
87,2022-05-31,411.450012,2022-07-11,432.0225126,1847,36109.98860820002
88,2022-06-01,407.649994,2022-07-11,428.03249370000003,73,1399.562478100003
89,2022-07-11,410.459991,2022-07-21,430.98299055,1,4.522999550000009
90,2022-07-14,402.25,2022-07-18,422.3625,2018,38570.70500000002
91,2022-07-18,416.01001,2022-08-01,436.8105105,37,717.4385185
92,2022-07-26,418.350006,2022-08-02,439.26750630000004,2008,39915.48060240006
93,2022-08-03,437.720001,2022-08-18,459.60600105000003,2064,42930.94410320001
94,2022-08-17,446.0,2022-08-26,468.3,7,134.10000000000008
95,2022-08-19,454.619995,2022-09-01,477.35099475000004,2054,44372.17348650005
96,2022-08-22,395.5,2022-08-22,415.27500000000003,28,512.700000000001
97,2022-08-23,411.109985,2022-08-23,431.66548425,30,572.6649775000008
98,2022-08-25,415.5,2022-08-25,436.27500000000003,31,599.025000000001
99,2022-08-26,454.769989,2022-09-01,477.50848845,32,677.4519824000002
100,2022-09-01,461.190002,2022-09-02,484.24950210000003,7,139.41650070000026
101,2022-09-02,460.75,2022-09-16,483.7875,2154,47160.395000000055
102,2022-09-08,467.070007,2022-10-24,490.42350735,9,185.18150315000042
103,2022-09-23,459.950012,2022-10-24,482.94751260000004,2221,48543.70883260005
104,2022-09-26,447.519989,2022-10-24,469.89598845,39,815.4839785499998
105,2022-09-29,444.529999,2022-10-24,466.75649895,1,6.2264999500000044
106,2022-10-24,445.190002,na,467.4495021,1
107,2022-11-10,453.01001,na,475.66051050000004,2389
