OrderID,Buy Date,Buy Price,Sell Date,Sell Price
153,2022-05-30,410.570007,2022-05-31,418.78140714,5
154,2022-05-31,405.019989,2022-06-01,413.12038878000004,1263
155,2022-06-01,386.799988,2022-06-01,394.53598776,22
156,2022-06-01,407.649994,2022-06-02,415.80299388,22
157,2022-06-02,404.070007,2022-06-03,412.15140714,1278
158,2022-06-03,403.029999,2022-06-06,411.09059898,33
159,2022-06-03,403.959991,2022-06-06,412.03919082,33
160,2022-06-06,390.0,2022-06-06,397.8,1268
161,2022-06-07,397.0,2022-06-08,404.94,1361
162,2022-06-08,396.049988,2022-06-09,403.97098776,20
163,2022-06-08,399.01001,2022-06-10,406.99021020000004,20
164,2022-06-10,390.450012,2022-06-13,398.25901224,1370
165,2022-06-13,387.0,2022-06-14,394.74,58
166,2022-06-13,389.309998,2022-06-14,397.09619796000004,58
167,2022-06-14,382.350006,2022-06-14,389.99700612000004,1341
168,2022-06-15,387.470001,2022-06-16,395.21940102,1478
169,2022-06-16,381.5,2022-06-17,389.13,11
170,2022-06-16,383.179993,2022-06-17,390.84359286000006,11
171,2022-06-17,375.559998,2022-06-20,383.07119796,1510
172,2022-06-20,370.25,2022-06-21,377.65500000000003,53
173,2022-06-20,374.26001,2022-06-21,381.74521020000003,53
174,2022-06-21,368.0,2022-06-21,375.36,1490
175,2022-06-22,371.170013,2022-06-23,378.59341326,1587
176,2022-06-23,372.5,2022-06-23,379.95,49
177,2022-06-24,376.859985,2022-06-24,384.3971847,1624
178,2022-06-27,383.0,2022-06-28,390.66,1626
179,2022-06-28,366.600006,2022-06-28,373.93200612000004,16
180,2022-06-28,390.440002,2022-06-29,398.24880204,16
181,2022-06-29,384.200012,2022-06-30,391.88401224,1623
182,2022-06-30,384.0,2022-07-01,391.68,42
183,2022-06-30,385.51001,2022-07-01,393.22021020000005,42
184,2022-07-01,380.0,2022-07-01,387.6,1604
185,2022-07-04,386.179993,2022-07-05,393.90359286000006,1697
186,2022-07-05,385.25,2022-07-05,392.955,17
187,2022-07-05,393.980011,2022-07-07,401.85961122,17
188,2022-07-06,386.25,2022-07-06,393.975,1693
189,2022-07-07,391.26001,2022-07-07,399.0852102,1698
190,2022-07-08,401.0,2022-07-11,409.02,1723
191,2022-07-11,352.619995,2022-07-11,359.67239490000003,15
192,2022-07-11,410.459991,2022-07-13,418.66919082,15
193,2022-07-12,401.01001,2022-07-12,409.03021020000006,1713
194,2022-07-13,405.119995,2022-07-14,413.22239490000004,1746
