Date,Cash Available,Cash Invested,Open,High,Low,Close
2021-11-29,101673.60606396,0,187.660004,187.660004,180.100006,184.550003
2021-11-30,724.8922069600085,101218.698347,188.0,188.0,183.210007,183.699997
2021-12-01,102700.5603171,742.880004,187.5,187.5,183.100006,185.720001
2021-12-02,1396.5811065799935,103958.472765,186.919998,188.190002,184.509995,187.990005
2021-12-03,102606.41888628001,2604.0,192.5,192.5,185.75,186.0
2021-12-06,4319.112230280007,101021.51724,192.399994,192.399994,182.800003,183.009995
2021-12-07,102587.61375428001,4457.0401679999995,190.0,190.0,180.100006,185.710007
2021-12-08,4595.870861640011,104040.957792,191.0,191.0,185.710007,188.479996
2021-12-09,99862.21313092002,9078.719952,192.5,192.5,187.160004,189.139999
2021-12-10,106121.23002884003,4538.159904,185.0,192.5,185.0,189.089996
2021-12-13,877.626662840019,109921.49648999999,192.399994,192.399994,187.600006,187.899994
2021-12-14,107031.93207616002,5432.570058,188.149994,192.399994,184.910004,187.330002
2021-12-15,2066.0248095600255,110818.75,192.0,192.0,185.449997,186.25
2021-12-16,105716.37211730004,8584.519769999999,190.0,190.0,185.0,186.619995
2021-12-17,4760.072117300035,110445.772404,190.0,190.0,182.0,183.770004
2021-12-20,100264.41214330004,15653.909391000001,187.5,187.5,177.850006,179.929993
2021-12-21,9440.73771678003,107418.398224,185.0,185.0,180.0,181.449997
2021-12-22,102084.71756078003,15949.710174,185.0,185.0,180.050003,183.330002
2021-12-23,9389.069719900028,108987.203552,187.5,187.5,183.5,184.100006
2021-12-24,94839.08956690003,25132.649589,187.5,187.5,180.100006,183.449997
2021-12-27,115283.22072296003,6459.250104999999,187.490005,187.490005,178.0,184.550003
2021-12-28,115283.22072296003,6520.500104999999,187.449997,187.449997,184.550003,186.300003
2021-12-29,2315.7207229600317,121722.47673,188.899994,188.899994,182.5,186.119995
2021-12-30,117253.95072296004,6514.899965,186.720001,187.449997,185.300003,186.139999
2021-12-31,609.4545029600413,124880.34534500001,188.0,188.770004,185.149994,187.789993
2022-01-03,121357.03499144003,4577.280024,190.0,190.949997,185.300003,190.720001
2022-01-04,5629.984074960041,122404.56445199999,198.910004,198.910004,189.199997,192.460007
2022-01-05,122513.30604180004,5606.859884,195.0,195.0,191.300003,193.339996
2022-01-06,1577.8060418000387,127242.958674,193.0,193.0,190.75,191.919998
2022-01-07,46.60608980003872,129113.81865799999,194.0,194.0,191.399994,192.419998
2022-01-10,46.60608980003872,130408.854026,193.699997,194.5,192.449997,194.350006
2022-01-11,130266.49412958002,0,196.0,196.0,193.25,194.690002
2022-01-12,130266.49412958002,0,197.5,197.5,195.050003,196.199997
2022-01-13,255.29213758002152,130808.0,198.800003,198.800003,195.800003,197.0
2022-01-14,132143.87816842002,394.720002,199.850006,199.850006,195.5,197.360001
2022-01-17,1393.5973794400343,132680.09933,223.0,223.0,195.699997,198.029999
2022-01-18,24.397337440034335,132671.690677,199.0,199.0,195.600006,195.970001
2022-01-19,134812.37933008,0,221.399994,221.399994,193.0,194.179993
2022-01-20,2188.9751660799957,133372.91514199998,195.800003,195.800003,191.100006,192.179993
2022-01-21,107.55515507999553,134401.199295,191.990005,191.990005,189.220001,190.639999
2022-01-24,136780.65581757994,371.579986,196.800003,196.800003,184.050003,185.789993
2022-01-25,139134.17186173992,374.140014,185.490005,187.380005,183.050003,187.070007
2022-01-27,3550.6108896599326,137885.521488,194.0,194.0,182.699997,185.330002
2022-01-28,134825.90444201994,7033.800228,187.75,188.059998,184.800003,185.100006
2022-01-31,7084.56661643993,136594.64364,199.880005,199.880005,185.25,187.630005
2022-02-01,144407.19021719994,0,190.800003,190.800003,178.110001,189.699997
